filename,title,doi,year,journal,abstract,pages,size_mb,authors,citationCount
！1-s2.0-S1385894724095081-main.pdf,Synthesis and marine antifouling properties of carbazole amide derivatives with fluorescent properties and their zinc acrylate resins,10.1016/j.cej.2024.158017,2024,Chemical Engineering Journal,"Fluorescent antifouling is a method that utilizes substances fluorescent repellent effect to prevent organisms attachment and fouling. It is considered one of the directions for developing environmentally friendly marine antifouling materials. The current fluorescent antifouling materials were characterized by issues such as single functionality, unclear antifouling mechanisms, and suboptimal antifouling performance. In this study, three carbazole derivatives containing carbon–carbon double bonds were synthesized by Friedel-Crafts alkylation reaction, and a series of zinc acrylate resins conta",11,8.56,Wenjian Dong; Yifan Wang; Xia Li; Liangmin Yu; Na Li; Jian Yang; Junchao Yin,9
！Adv Materials Inter - 2015 - Ma - Antifouling on Gecko s Feet Inspired Fibrillar Surfaces  Evolving from Land to Marine and.pdf,Antifouling on Gecko's Feet Inspired Fibrillar Surfaces: Evolving from Land to Marine and from Liquid Repellency to Algae Resistance,10.1002/admi.201500257,2015,Advanced Materials Interfaces,,12,3.1,Shuanhong Ma; Qian Ye; Xiaowei Pei; Daoai Wang; Feng Zhou,62
！Advanced Materials - 2013 - Yang - Synergistic Prevention of Biofouling in Seawater Desalination by Zwitterionic Surfaces.pdf,Synergistic Prevention of Biofouling in Seawater Desalination by Zwitterionic Surfaces and Low‐Level Chlorination,10.1002/adma.201304386,2013,Advanced Materials,,8,1.29,Rong Yang; Hongchul Jang; Roman Stocker; Karen K. Gleason,159
！Amphiphilic_Marine_Coatings_Sy.pdf,AMPHIPHILIC MARINE COATINGS SYSTEM OF SELF-LAYERED PDMS-PEG,,2023,,,98,3.83,,
！Bulletin Korean Chem Soc - 2016 - Kim - Marine Antifouling Surface Coatings Using Tannic Acid and Poly N‐vinylpyrrolidone.pdf,Marine Antifouling Surface Coatings Using Tannic Acid and Poly(<i>N</i>‐vinylpyrrolidone),10.1002/bkcs.10687,2016,Bulletin of the Korean Chemical Society,,4,0.19,Suyeob Kim; Yeonwoo Jeong; Sung Min Kang,8
！Bulletin Korean Chem Soc - 2026 - Han - Surface‐initiated ARGET ATRP of zwitterionic carboxybetaine methacryloyl.pdf,Surface‐initiated <scp>ARGET ATRP</scp> of zwitterionic carboxybetaine methacryloyl ethylenediamine in formation of ultralow‐biofouling films,10.1002/bkcs.70111,2026,Bulletin of the Korean Chemical Society,"Undesired biofouling processes severely compromise the performance and durability of materials, including those used in biomedical and marine environ- ments, strongly demanding effective and robust antifouling coating strategies. This paper presents the design, synthesis, and application of a highly water- soluble zwitterionic monomer, carboxybetaine methacryloyl ethylenediamine (CB-MAEDA), in the fabrication of ultralow-biofouling polymer brushes via surface-initiated, activators regenerated by electron transfer atom transfer radi- cal polymerization (SI-ARGET ATRP). CB-MAEDA is synthesized t",5,1.41,Inae Han; HyeongBin Rheem; Sang Yeong Han; Jayeong Kim; Insung S. Choi,1
！C3PY00009E.pdf,Stainless steel surfaces with thiol-terminated hyperbranched polymers for functionalization via thiol-based chemistry,10.1039/c3py00009e,2013,Polymer Chemistry,,11,0.98,Wen Jing Yang; Koon-Gee Neoh; En-Tang Kang; Serena Lay-Ming Teo; Daniel Rittschof,104
！C6TB01642A.pdf,Biomimetics for early stage biofouling prevention: templates from insect cuticles,10.1039/c6tb01642a,2016,Journal of Materials Chemistry B,,8,4.25,Sheeana Gangadoo; Shaneel Chandra; Aoife Power; Claire Hellio; Gregory S. Watson; Jolanta A. Watson; David W. Green; James Chapman,50
！D1PY00810B.pdf,UV-curable hyperbranched poly(ester- <i>co</i> -vinyl) by radical ring-opening copolymerization for antifouling coatings,10.1039/d1py00810b,2021,Polymer Chemistry,,8,1.91,Xiaoqing Ai; Jiansen Pan; Qingyi Xie; Chunfeng Ma; Guangzhao Zhang,23
！Development_of_Polymeric_Coati.pdf,UC Santa Barbara dissertation template,,2016,,,170,3.79,,
！Elastomeric fluorinated polyurethane coatings for nontoxic fouling control.pdf,Elastomeric fluorinated polyurethane coatings for nontoxic fouling control,10.1080/0892701031000061741,2003,Biofouling,,5,0.26,Robert F Brady; Carl L Aronson,41
！Fluorine-free mixed amphiphilic polymers based on PDMS and PEG side chains for fouling release applications.pdf,Fluorine-free mixed amphiphilic polymers based on PDMS and PEG side chains for fouling release applications,10.1080/08927014.2011.587662,2011,Biofouling,,14,1.55,Harihara S. Sundaram; Youngjin Cho; Michael D. Dimitriou; Craig J. Weinman; John A. Finlay; Gemma Cone; Maureen E. Callow; James A. Callow; Edward J. Kramer; Christopher K. Ober,94
！J of Applied Polymer Sci - 2015 - Sun - Preparation and properties of crosslinked network coatings based on.pdf,Preparation and properties of crosslinked network coatings based on perfluoropolyether/poly(dimethyl siloxane)/acrylic polyols for marine fouling–release applications,10.1002/app.41860,2015,Journal of Applied Polymer Science,"a,x-Triethoxysilane terminated poly(dimethyl siloxane) (PDMS) oligomer, a,x-triethoxysilane terminated perfluoropolyether (PFPE) oligomer, and acrylic polyols were first synthesized via an addition reaction and free-radical polymerization. Then, crosslinked net- work coatings based on PFPE/PDMS/acrylic polyols for marine fouling-release applications were prepared by a condensation reaction. The structure of the crosslinked network coating was characterized by Fourier transform infrared spectroscopy. The chemical composition of the coating surface was characterized by X-ray photoelectron spectr",9,0.85,Xiaoying Sun; Fan Zhang; Yuanyuan Chen; Zhang Cheng; Youquan Su; Jianzhong Hang; Lujiang Jin; Na Li; Dan Shang; Liyi Shi,38
！J of Applied Polymer Sci - 2024 - Cao - Synthesis and characterization of waterborne polyurethane‐based marine antifouling.pdf,Synthesis and characterization of waterborne polyurethane‐based marine antifouling coating modified via glycerol laurate,10.1002/app.56455,2024,Journal of Applied Polymer Science,"Marine biofouling is a major international challenge since it is responsible for several environmental problems and economic losses. Developing a novel anti- fouling coating with good water resistance, adhesion, and controlled degrada- tion performance is crucial to solving the problem. Herein, a series of waterborne polyurethane emulsions were synthesized using the prepolymeri- zation chain expansion and self-emulsification method, with varying contents of glycerol laurate (GL) as the post-chain extender. The findings demonstrated a notable enhancement in the controllable degradation performa",12,4.05,Miao Cao; Qiaoyi Xiao; Bo Wu; Zhisheng Luo; Zhengwei Dai; Jie Yi,0
！J of Applied Polymer Sci - 2025 - Hu - Synthesis of E‐54‐Based Quaternary Ammonium Salt and Its Efficacy in Antifouling.pdf,Synthesis of E‐54‐Based Quaternary Ammonium Salt and Its Efficacy in Antifouling Performance of Marine Coating,10.1002/app.57388,2025,Journal of Applied Polymer Science,"Marine biofouling poses a threat to marine facilities. In this work, a quaternary ammonium salt (E54-­QAS) was synthesized from triethylammonium hydrochloride and epoxy resin E-­54, which was then incorporated into a polyurethane (PU) prepoly- mer to fabricate an antifouling coating. The coating exhibited a bonding strength as high as 3.12 MPa and impact resistance of 90 kg as well as excellent antibacterial efficiency against Pseudomonas aeruginosa at an E54-­QAS content of 4.2%. Moreover, the antimicrobial efficacy of the coating remained above 99% after 3 months of immersion. The optimized ",10,1.01,Yiming Hu; Qinyi Liu; Jiaxuan He; Zhen Wang; Yan Xu; Tao Fang; Yuansheng Wang; Xiaoming Tan; Shengtai Zhou,0
！J of Applied Polymer Sci - 2025 - Wang - An Antifouling Coating Based on Tannic Acid  An Eco‐Friendly Strategy for.pdf,An Antifouling Coating Based on Tannic Acid: An Eco‐Friendly Strategy for Antioxidant Removal of Reactive Oxygen Species,10.1002/app.57227,2025,Journal of Applied Polymer Science,"As a kind of natural polyphenolic antioxidants, tannic acid (TA) has a wide range of sources and biosafety, excellent antibacterial properties and its special chemical structure makes it easy to bind to the surface, which may provide inspiration for the develop- ment of antifouling materials. In this paper, a TA-­based antifouling coating was designed and prepared. A stable intermediate transition layer was formed by co-­deposited 3,4-­dihydroxy phenyl-­L-­alanine (DOPA) and polyethyleneimine (PEI) on the surface of polyvinyl chloride (PVC), and then TA molecules were grafted on the surface to",10,1.14,Jine Wang; Rui Zhao; Zhe Cheng; Pei Wang; Meihua Jin; Jiujun Xu,2
！Journal of Polymer Science - 2025 - Liu - Self‐Releasing Vanillin  An Eco‐Friendly Self‐Polishing Coating Designed for.pdf,Self‐Releasing Vanillin: An Eco‐Friendly Self‐Polishing Coating Designed for Marine Antifouling,10.1002/pol.20241081,2025,Journal of Polymer Science,"Biological fouling will cause severe damage to the functionality of marine underwater facilities, shorten their service life, im- pede their normal operation, and trigger a biological invasion event. The traditional marine antifouling coatings release heavy metal elements, which cause harm to the marine environment. To overcome this issue, a self-­polishing antifouling resin based on vanillin methacrylate (VMA) was prepared via the free radical polymerization method. In seawater, the VMA-­based coatings achieve self-­polishing through the hydrolysis of the phenolic ester group. The hydrolysis ",9,1.48,Xin Liu; Xiaojun Wang; Rongrong Chen; Qi Liu; Dalei Song; Gaohui Sun; Jing Yu; Jingyuan Liu; Jiahui Zhu; Shifeng Guo,5
！Journal of Polymer Science Part A  Polymer Chemistry - 2015 - He - Efficient and robust coatings using poly.pdf,Efficient and robust coatings using poly(2‐methyl‐2‐oxazoline) and its copolymers for marine and bacterial fouling prevention,10.1002/pola.27912,2015,Journal of Polymer Science Part A: Polymer Chemistry,"Molecular design, fabrication, and properties of thin- film coatings based on poly(2-methyl-2-oxazoline) (PMOX) and its copolymers were investigated to tackle problem of marine and bacterial fouling prevention. The ultraviolet crosslinkable macromonomer poly(2-methyl-2-oxazoline) dimethylacrylate was synthesized by cationic ring-opening polymerization in a microwave reactor initiated by 1,4-dibromobutane. In order to study the charge effect of the PMOX coatings on the adhesion of fouling organisms, PMOX surfaces with negative, neutral, and positive f-potential values were prepared by copolymer",9,0.63,Tao He; Dominik Jańczewski; Satyasankar Jana; Anbanandam Parthiban; Shifeng Guo; Xiaoying Zhu; Serina Siew‐Chen Lee; Fernando Jose Parra‐Velandia; Serena Lay‐Ming Teo; G. Julius Vancso,46
！MAP-inspired dual crosslinked PVP-phenol sprayable hydrogel coating for stable marine antifouling applications.pdf,MAP-inspired dual crosslinked PVP-phenol sprayable hydrogel coating for stable marine antifouling applications,10.26599/FRICT.2025.9440946,2025,Friction,"The application of antifouling paints to the surfaces of marine installations is the most economically efficient means for mitigating damage caused by marine biofouling in the shipping industry. However, conventional antifouling paints currently in widespread use can no longer meet the requirements of green antifouling. Although hydrogel coatings have made great progress in marine antifouling applications, current hydrogel coatings still suffer from construction difficulties and poor mechanical stability under wet conditions. In this paper, we innovatively exploit the phenomenon of the absorpt",16,8.51,Haobo Shu; Junnan Cui; Yuhan Liu; Xiuqin Bai; Chengqing Yuan; Pan Cao,7
！Mahto_2020_IOP_Conf._Ser.__Mater._Sci._Eng._798_012005.pdf,Preparation and characterization of amphiphilic polymer coating for marine biofouling control,10.1088/1757-899X/798/1/012005,2020,IOP Conference Series: Materials Science and Engineering,,7,0.45,Lokeshwar Mahto; Dharm Pal,5
！Polymers for Advanced Techs - 2024 - Zhao - Long lasting marine antifouling polyurethane coating chemically bonded with.pdf,Long lasting marine antifouling polyurethane coating chemically bonded with poly(hexamethylene guanidine),10.1002/pat.6314,2024,Polymers for Advanced Technologies,"In order to protect the marine environment, traditional marine antifouling coat- ings such as tributyltin (TBT)-based antifouling coatings have been phased out. There is an urgent need to develop environmentally friendly marine antifouling coatings. In this work, the antibacterial poly(hexamethylene guanidine) (PHMG) was introduced into polyurethane (PU) through chemical bond to prepare a green environmentally friendly marine antifouling coating (PU-PHMG). The mor- phology, antimicrobial properties, mechanical properties and thermostability of the PU-PHMG films were investigated. The antimicro",10,34.16,Yufeng Zhao; Dafu Wei; Xiang Xu; Yong Guan,10
！Superior mechanical performance polyurethane-silicone coatings for synergistic antimicrobial and antifouling coatings.pdf,Superior mechanical performance polyurethane-silicone coatings for synergistic antimicrobial and antifouling coatings,10.1080/10601325.2024.2330600,2024,"Journal of Macromolecular Science, Part A",,12,3.04,Ming Liu; Laiying Jing; Ziqi Zhang; Xin Li; Huaming Yuan; Jiaxi Cui; Mei Li; Yunqiang Zhang,10
！The intermolecular forces induced silicon-polyurea marine anti-fouling coating with ideal mechanical and antibacterial performances.pdf,The intermolecular forces induced silicon-polyurea marine anti-fouling coating with ideal mechanical and antibacterial performances,10.1080/10601325.2024.2335276,2024,"Journal of Macromolecular Science, Part A",,13,3.35,Xin Li; Huaming Yuan; Haixia Kuang; Ming Liu; Yunqiang Zhang; Mei Li; Jiaxi Cui; Laiying Jing,7
！a-new-sight-into-bio-based-polybenzoxazine-from-tunable-thermal-and-mechanical-properties-to-excellent-marine.pdf,A New Sight into Bio-Based Polybenzoxazine: From Tunable Thermal and Mechanical Properties to Excellent Marine Antifouling Performance,10.1021/acsomega.0c00025,2020,ACS Omega,"With the rapid development of bio-based polymers, poly- benzoxazine derived from renewable resources has been widely investigated. However, there are few reports on the functional application of bio-based polybenzoxazine based on the special chemical structures of renewable compounds. In this work, an easy approach to prepare the polybenzoxazines with varied thermomechanical properties and excellent marine antifouling performance from renewable resources is presented. After a variety of main- chain-type benzoxazine polymers (MCBPs) were synthesized from the renewable daidzein, furfurylamine, p",11,4.96,Guangming Lu; Jinyue Dai; Jingkai Liu; Shu Tian; Yongjian Xu; Na Teng; Xiaoqing Liu,50
！a-paintable-scalable-and-durable-zwitterionic-hydrogel-coating-for-enhanced-marine-antifouling-applications.pdf,"A Paintable, Scalable, and Durable Zwitterionic Hydrogel Coating for Enhanced Marine Antifouling Applications",10.1021/acs.langmuir.4c04595,2025,Langmuir,"Marine biofouling has been a severe challenge since the increase of maritime trade, significantly impacting the efficiency of ships by increasing drag, fuel consumption, hull corrosion, and even problems related to navigational safety and biological invasions. Commercial antifouling coatings have been developed for many years, but a satisfactory solution has yet to be found due to problems, such as high toxicity, environmental pollution, or high costs. Zwitterionic materials, with their superhydrophilic properties, demonstrate excellent resistance to nonspecific adhesion alongside good biocomp",11,8.57,Boyi Song; Ershuai Zhang; Yuanjie Shi; Hui Zhu; Wei Wang; Sheu-Jane Gallagher; Zhiqiang Cao,16
！amphiphilic-balance-effect-of-the-hydrophilic-hydrophobic-ratio-on-fouling-release-surfaces.pdf,Amphiphilic Balance: Effect of the Hydrophilic–Hydrophobic Ratio on Fouling-Release Surfaces,10.1021/acs.langmuir.3c03478,2023,Langmuir,"This study demonstrated the importance of identifying the optimal balance of hydrophilic and hydrophobic moieties in amphiphilic coatings to achieve fouling-release (FR) performance that surpasses that of traditional hydrophobic marine coatings. While there have been many reports on fouling-release properties of amphiphilic surfaces, the offered understanding is often limited. Hence, this work is focused on further understanding of the amphiphilic surfaces. Poly(ethylene glycol) (PEG) and polydimethylsiloxane (PDMS) were used to create a series of noncross- linked amphiphilic additives that we",13,6.32,AliReza Rahimi; Joseph Dahlgren; Kinza Faiyaz; Shane J. Stafslien; Lyndsi VanderWal; James Bahr; Maryam Safaripour; John A. Finlay; Anthony S. Clare; Dean C. Webster,14
！amphiphilic-marine-antifouling-coatings-based-on-a-hydrophilic-polyvinylpyrrolidone-and-hydrophobic-fluorine-silicon.pdf,Amphiphilic Marine Antifouling Coatings Based on a Hydrophilic Polyvinylpyrrolidone and Hydrophobic Fluorine–Silicon-Containing Block Copolymer,10.1021/acs.langmuir.0c02329,2020,Langmuir,"The development of environmentally friendly and highly eﬃcient antifouling coatings is vastly desirable in the marine industry. Herein, we prepared a novel amphiphilic block copolymer that combined hydrophilic polyvinylpyrrolidone (PVP) with hydrophobic poly(1-(1H,1H,2H,2H-perﬂuorodecyloxy)-3-(3,6,9-trioxade- cyloxy)-propan-2-yl acrylate) (PFA) and polydimethylsiloxane (PDMS). The amphiphilic copolymer (PVP−PFA−PDMS) was blended into a cross-linked PDMS matrix to form a set of controlled surface composition and surface-renewal coatings with eﬃcient antifouling and fouling-release properties. T",9,3.09,Hongshuang Guo; Pengguang Chen; Shu Tian; Yiming Ma; Qingsi Li; Chiyu Wen; Jing Yang; Lei Zhang,79
！amphiphilic-marine-antifouling-coatings-based-on-zwitterion-modified-silicone-polymers.pdf,Amphiphilic Marine Antifouling Coatings Based on Zwitterion-Modified Silicone Polymers,10.1021/acs.langmuir.4c04332,2024,Langmuir,"Silicone coatings are widely employed in marine antifouling applications due to their low surface energy. However, in static marine environments, pure silicone coatings are ineffective in preventing the adhesion of marine biofilms, which consist of proteins, marine bacteria, and extracellular matrices, ultimately promoting the attachment of macrofouling organisms. To address the limitations in antifouling performance under static conditions, this study introduces a silicone-based antifouling coating modified with zwitterionic polymers. Sulfobetaine (SB) zwitterionic segments were grafted onto ",10,8.88,Shu Tian; Yi Li; Hao Zhang; Guangming Lu; Ruiqi Li; Junyu Yu; Chao Zhao; Jing Yang; Lei Zhang,18
！amphiphilic-nitroxide-bearing-siloxane-based-block-copolymer-coatings-for-enhanced-marine-fouling-release.pdf,Amphiphilic Nitroxide-Bearing Siloxane-Based Block Copolymer Coatings for Enhanced Marine Fouling Release,10.1021/acsami.1c05266,2021,ACS Applied Materials & Interfaces,"The buildup of organic matter and organisms on surfaces exposed to marine environments, known as biofouling, is a disruptive and costly process aﬀecting maritime operations. Previous research has identiﬁed some of the surface characteristics particularly suited to the creation of antifouling and fouling-release surfaces, but there remains room for improvement against both macrofouling and microfouling organisms. Characterization of their adhesives has shown that many rely on oxidative chemistries. In this work, we explore the incorporation of the stable radical 2,2,6,6-tetramethylpipiderin-1-o",12,4.47,Amanda Leonardi; Aria C. Zhang; Nilay Düzen; Nick Aldred; John A. Finlay; Jessica L. Clarke; Anthony S. Clare; Rachel A. Segalman; Christopher K. Ober,36
！antifouling-properties-of-poly(methyl-methacrylate)-films-grafted-with-poly(ethylene-glycol)-monoacrylate-immersed-in.pdf,Antifouling Properties of Poly(methyl methacrylate) Films Grafted with Poly(ethylene glycol) Monoacrylate Immersed in Seawater,10.1021/la801814u,2008,Langmuir,,10,0.31,O. Iguerb; C. Poleunis; F. Mazéas; C. Compère; P. Bertrand,31
！antifouling-property-of-cu2o-free-self-polishing-antifouling-coatings-based-on-amide-derivatives-inspired-by-capsaicin.pdf,Antifouling Property of Cu <sub>2</sub> O-Free Self-Polishing Antifouling Coatings Based on Amide Derivatives Inspired by Capsaicin,10.1021/acs.langmuir.2c01503,2022,Langmuir,"The evidence from many studies shows that antifoulants (Cu2O) and organic antifouling agents with broad- spectrum characteristics in antifouling coatings cause varying degrees of damage to the environment. Therefore, this study prepared Cu2O-free self-polishing antifouling coatings based on amide derivatives inspired by capsaicin (ADIC-CSAC) with green and environmentally friendly characteristics. First, the structure of ADIC and the composition of ADIC-CSAC were characterized by IR, 1H NMR, 13C NMR, HRMS, and EDX. Moreover, antibacterial, anti-algal, static raft tests and changes in the mass ",12,10.85,Xuan Wang; Jian Yang; Zhenxia Liu; Xiaohui Jiang; Liangmin Yu,32
！bioinspired-silicone-epoxy-coatings-combining-cycloaliphatic-resins-and-tetrasulfide-bonds-for-enhanced-anticorrosion.pdf,Bioinspired Silicone-Epoxy Coatings: Combining Cycloaliphatic Resins and Tetrasulfide Bonds for Enhanced Anticorrosion and Antifouling Performance,10.1021/acs.iecr.4c04473,2025,Industrial & Engineering Chemistry Research,"Marine biofouling and seawater corrosion present significant economic challenges to the marine industry. While polymer coatings can effectively delay these processes, traditional coatings often release harmful substances, leading to environmental contamination. Silicone-based fouling release coatings (FRCs) improve antifouling performance by minimizing adhesion with marine organisms, but their low mechanical strength and poor substrate adhesion limit their broader application. This study combines the mechanical properties of cycloaliphatic silicone-epoxy resins with the antimicrobial capabilit",13,5.41,Junjie Huang; Yuan Cao; Hongping Xiang,7
！biomimetic-anchors-for-antifouling-and-antibacterial-polymer-brushes-on-stainless-steel.pdf,Biomimetic Anchors for Antifouling and Antibacterial Polymer Brushes on Stainless Steel,10.1021/la200620s,2011,Langmuir,Barnacle cement (BC) was beneﬁcially applied on stainless steel (SS) to serve as the initiator anchor for surface- initiated polymerization. The amine and hydroxyl moieties of barnacle cement reacted with 2-bromoisobutyryl bromide to provide the alkyl halide initiator for the surface-initiated atom transfer radical polymerization (ATRP) of 2-hydroxyethyl methacrylate (HEMA). The hydroxyl groups of HEMA poly- mer (PHEMA) were then converted to carboxyl groups for coupling of chitosan (CS) to impart the SS surface with both antifouling and antibacterial properties. The surface-functionalized SS ,12,4.41,Wen Jing Yang; Tao Cai; Koon-Gee Neoh; En-Tang Kang; Gary H. Dickinson; Serena Lay-Ming Teo; Daniel Rittschof,192
！bit-triazine-acrylate-resins-as-high-performance-sustainable-coatings-for-marine-antifouling-applications.pdf,BIT-Triazine Acrylate Resins as High-Performance Sustainable Coatings for Marine Antifouling Applications,10.1021/acsapm.5c01800,2025,ACS Applied Polymer Materials,"This study presents the rational design and performance evaluation of eco-friendly BIT- triazine acrylic resins for marine antifouling applications. Two monomers were synthesized using cyanuric chloride as a core scaffold, incorporating the effective biocide 1,2-benzisothiazolin-3-one (BIT) and a polymerizable methallyl alcohol group. A total of 22 copolymers were prepared via copolymerization with acrylic esters and laboratory-synthesized functional monomers. Their chemical structures were confirmed by FT-IR and 1H NMR spectroscopy. Hydrolytic degradation tests revealed that polymers containi",14,12.29,Miao Dong; Xinrui Lin; Xinyi Liu; Xiaodong Xu; Junhua Chen; Jianxin Yang,0
！c7ta05241c.pdf,Self-repairing silicone coatings for marine anti-biofouling,10.1039/c7ta05241c,2017,Journal of Materials Chemistry A,,7,1.2,Chao Liu; Chunfeng Ma; Qingyi Xie; Guangzhao Zhang,222
！cationic-copolymer-with-amphiphilic-side-chain-and-hydrophobic-siloxane-polycaprolactone-main-chain-for-marine.pdf,Cationic Copolymer with Amphiphilic Side Chain and Hydrophobic Siloxane/Polycaprolactone Main Chain for Marine Antifouling Coating,10.1021/acs.langmuir.5c00179,2025,Langmuir,"Cationic copolymers formulated with different weight percentages of random copolymerized amphiphilic poly- (carboxybetaine methacrylate ester)-poly(methyl methacrylate)- polyvinylpyrrolidone (PCBMAE−PMMA-PVP) side chain and polycaprolactone (PCL)/siloxane main chain were developed via a one-pot continuous reaction for the preparation of marine antifouling coatings. By tuning the weight percentage of the side chain and main chain, a 30% quaternization degree can be achieved without obvious gelation of the cationic copolymer. The hydro- lyzable PCBMAE in the side chain and degradable PCL in the ",11,7.35,Shixin Zhu; Guilan Fu; Xiuhua Sun; Changlu Gao,10
！environmentally-friendly-antifouling-coatings-based-on-biodegradable-polymer-and-natural-antifoulant.pdf,Environmentally Friendly Antifouling Coatings Based on Biodegradable Polymer and Natural Antifoulant,10.1021/acssuschemeng.7b01385,2017,ACS Sustainable Chemistry & Engineering,"Marine biofouling causes huge economic losses and serious problems to maritime industries. Consequently, there is a great demand for environmentally friendly antibiofouling technology. In the present study, we developed novel antifouling coatings by incorporating butenolide derived from marine bacteria into biodegradable poly(ε-caprolactone) based polyurethane. Measurements of mass loss indicated that the polymer was degraded in seawater and that the degradation rate increased in the presence of marine organisms or enzymes. Moreover, measured release rates indicated that butenolide could be re",6,2.88,Chunfeng Ma; Weipeng Zhang; Guangzhao Zhang; Pei-Yuan Qian,134
！facile-construction-of-robust-multilayered-peg-films-on-polydopamine-coated-solid-substrates-for-marine-antifouling.pdf,Facile Construction of Robust Multilayered PEG Films on Polydopamine-Coated Solid Substrates for Marine Antifouling Applications,10.1021/acsami.7b07199,2017,ACS Applied Materials & Interfaces,"We report an eﬀective and versatile approach to control marine fouling on artiﬁcial surfaces based on speciﬁc chemical interactions found in marine mussels. The approach consists of mussel-inspired polydopamine coating, spin-coating-assisted deposi- tion of poly(ethylene glycol) (PEG) catechols, and their cross-linking via catechol−Fe3+−catechol interactions. Using this approach, multi- layered PEG ﬁlms that were highly resistant to marine diatom adhesion were successfully constructed on various substrates, such as stainless steel, nylon, titanium oxide, and silicon oxide. We believe that our ",6,1.69,Suyeob Kim; Taewoo Gim; Yeonwoo Jeong; Ji Hyun Ryu; Sung Min Kang,74
！fchem-13-1666881.pdf,A wear-resistant coating with combined mechanical and antifouling properties for potential underwater cleaning applications,10.3389/fchem.2025.1666881,2025,Frontiers in Chemistry,,15,6.58,Xiping Chen; Leika Du; Jiawang Chen; Huanzhi Xu; Qinghua Zhang; Jiankun Hu,0
！from-the-nature-for-the-nature-an-eco-friendly-antifouling-coating-consisting-of-poly(lactic-acid)-based-polyurethane.pdf,“From the Nature for the Nature”: An Eco-Friendly Antifouling Coating Consisting of Poly(lactic acid)-Based Polyurethane and Natural Antifoulant,10.1021/acssuschemeng.9b06917,2019,ACS Sustainable Chemistry & Engineering,"“From the nature, for the nature” is an instructive strategy to develop environment-friendly antifouling coatings. In this work, bio-sourced poly(lactic acid)-based polyurethane with hydrolyzable triisopropylsilyl acrylate (TSA) side groups has been prepared via thiol−ene reaction and polyaddition. Such a polymer exhibits high adhesion strength (∼2.0 MPa) and a controlled degradation rate tuned by varying its soft segment and TSA content. An environment-friendly coating is prepared with the polymer and an eco-friendly antifoulant (butenolide) derived from marine bacteria. Our study shows that ",8,1.87,Jiansen Pan; Qingyi Xie; Hoyin Chiang; Qingmei Peng; Pei-Yuan Qian; Chunfeng Ma; Guangzhao Zhang,90
！hyperbranched-fluoropolymer-polydimethylsiloxane-poly(ethylene-glycol)-cross-linked-terpolymer-networks-designed-for.pdf,Hyperbranched Fluoropolymer-Polydimethylsiloxane-Poly(ethylene glycol) Cross-Linked Terpolymer Networks Designed for Marine and Biomedical Applications: Heterogeneous Nontoxic Antibiofouling Surfaces,10.1021/am505296n,2014,ACS Applied Materials & Interfaces,"Synthesis of terpolymer coatings composed of hyperbranched ﬂuoropolymers cross-linked with bisamino- propyl poly(ethylene glycol) and bisamino-propyl polydime- thylsiloxane (PDMS) was performed to generate antibiofoul- ing surfaces. Nanoscale imaging and surface spectroscopy conﬁrmed that this system possessed complex surface topographies and chemical compositions. Surface complexity was determined to be due to molecular interactions, phase segregation, and compositional gradients arising between the three components. A clear diﬀerence in surface behavior was observable before and after exposu",10,6.43,Kevin A. Pollack; Philip M. Imbesi; Jeffery E. Raymond; Karen L. Wooley,77
！inhibition-of-marine-biofouling-by-use-of-degradable-and-hydrolyzable-silyl-acrylate-copolymer.pdf,Inhibition of Marine Biofouling by Use of Degradable and Hydrolyzable Silyl Acrylate Copolymer,10.1021/acs.iecr.5b01819,2015,Industrial & Engineering Chemistry Research,"Silyl acrylate copolymers are promising materials for marine antibiofouling. However, their structures need optimizing to improve their erosion and mechanical properties. We have prepared copolymer of 2-methylene-1,3-dioxepane (MDO), tributylsilyl methacrylate (TBSM) and methyl methacrylate (MMA) via radical ring-opening copolymerization. Such polymer has a degradable backbone and hydrolyzable side groups. Our study demonstrates that as the ester units in the backbone increase, the degradation rate increases but the swelling decreases in seawater. The degradation is controlled by the polymer c",7,2.32,Xi Zhou; Qingyi Xie; Chunfeng Ma; Zijian Chen; Guangzhao Zhang,53
！investigation-of-n-substituted-morpholine-structures-in-an-amphiphilic-pdms-based-antifouling-and-fouling-release.pdf,Investigation of N-Substituted Morpholine Structures in an Amphiphilic PDMS-Based Antifouling and Fouling-Release Coating,10.1021/acs.biomac.1c01474,2022,Biomacromolecules,"Biofouling is a major disruptive process aﬀecting the fuel eﬃciency and durability of maritime vessel coatings. Previous research has shown that amphiphilic coatings consisting of a siloxane backbone functionalized with hydrophilic moieties are eﬀective marine antifouling and fouling-release materials. Poly- (ethylene glycol) (PEG) has been the primary hydrophilic component used in such systems. Recently, the morpholine group has emerged as a promising compact alternative in antifouling membranes but is yet to be studied against marine foulants. In this work, the use of morpholine moieties to ",16,6.66,Amanda K. Leonardi; Riddhiman Medhi; Aria Zhang; Nilay Düzen; John A. Finlay; Jessica L. Clarke; Anthony S. Clare; Christopher K. Ober,27
